@relation OPENJPA_17/OPENJPA_17_training-set.arff

@attribute ' Size' numeric
@attribute ' LOCAdded' numeric
@attribute ' LOCTouched' numeric
@attribute ' maxLOCAdded' numeric
@attribute ' averageLOCAdded' numeric
@attribute ' NR' numeric
@attribute ' Churn' numeric
@attribute ' MaxChurn' numeric
@attribute ' AverageChurn' numeric
@attribute ' nAuthors' numeric
@attribute Buggy {'true','false'}

@data
35,35,35,35,17.0,2,35,35,17.5,1,false
87,175,263,88,43.0,4,87,83,21.75,1,false
62,62,62,62,31.0,2,62,62,31.0,1,false
493,493,493,493,246.0,2,493,493,246.5,1,false
76,151,226,76,37.0,4,76,69,19.0,1,false
64,127,190,64,31.0,4,64,59,16.0,1,false
133,177,221,132,35.0,5,133,132,26.600000381469727,1,false
63,123,183,63,30.0,4,63,58,15.75,1,false
43,86,129,43,21.0,4,43,39,10.75,1,false
1673,3345,5017,1610,371.0,9,1673,1501,185.88888549804688,3,true
93,98,103,93,32.0,3,93,93,31.0,2,false
61,135,209,69,27.0,5,61,63,12.199999809265137,2,false
125,125,125,125,62.0,2,125,125,62.5,1,false
60,60,60,60,60.0,1,60,60,60.0,1,false
224,445,666,224,111.0,4,224,218,56.0,1,false
48,48,48,48,24.0,2,48,48,24.0,1,false
30,59,88,30,14.0,4,30,27,7.5,1,false
1571,1584,1597,1573,528.0,3,1571,1573,523.6666870117188,2,false
278,281,284,281,93.0,3,278,281,92.66666412353516,1,false
1067,2216,3365,1081,246.0,9,1067,1024,118.55555725097656,4,false
440,908,1376,457,151.0,6,440,424,73.33333587646484,2,false
29,57,85,29,14.0,4,29,26,7.25,1,false
31,61,91,31,15.0,4,31,27,7.75,1,false
105,159,213,121,31.0,5,105,121,21.0,1,false
71,148,225,76,21.0,7,71,76,10.142857551574707,1,false
37,74,111,37,18.0,4,37,34,9.25,1,false
97,153,209,122,76.0,2,97,122,48.5,2,false
69,137,205,70,27.0,5,69,63,13.800000190734863,1,false
36,36,36,36,18.0,2,36,36,18.0,1,false
67,89,111,70,17.0,5,67,70,13.399999618530273,1,false
63,63,63,63,31.0,2,63,63,31.5,1,false
160,160,160,160,80.0,2,160,160,80.0,1,false
82,153,224,75,30.0,5,82,68,16.399999618530273,2,false
34,34,34,34,17.0,2,34,34,17.0,1,false
64,125,186,64,31.0,4,64,58,16.0,1,false
58,58,58,58,29.0,2,58,58,29.0,1,false
365,365,365,365,182.0,2,365,365,182.5,1,false
29,29,29,29,14.0,2,29,29,14.5,1,false
315,637,959,315,127.0,5,315,299,63.0,2,true
135,135,135,135,67.0,2,135,135,67.5,1,false
43,43,43,43,21.0,2,43,43,21.5,1,false
267,288,309,276,57.0,5,267,276,53.400001525878906,2,false
34,34,34,34,17.0,2,34,34,17.0,1,false
79,155,231,79,38.0,4,79,73,19.75,1,false
76,89,102,53,29.0,3,76,49,25.33333396911621,1,false
140,164,188,138,32.0,5,140,138,28.0,2,false
39,78,117,40,19.0,4,39,35,9.75,1,false
79,160,241,78,26.0,6,79,70,13.166666984558105,2,false
212,215,218,211,53.0,4,212,211,53.0,2,false
62,122,182,62,30.0,4,62,59,15.5,1,false
41,42,43,41,14.0,3,41,41,13.666666984558105,2,false
173,173,173,173,86.0,2,173,173,86.5,1,false
54,109,164,52,21.0,5,54,48,10.800000190734863,2,false
145,148,151,144,49.0,3,145,144,48.33333206176758,2,false
2218,4434,6650,2199,492.0,9,2218,2084,246.44444274902344,3,true
45,61,77,46,12.0,5,45,46,9.0,1,false
69,69,69,69,34.0,2,69,69,34.5,1,false
253,496,739,253,124.0,4,253,240,63.25,1,false
41,63,85,40,12.0,5,41,40,8.199999809265137,1,false
271,572,873,281,95.0,6,271,255,45.16666793823242,1,true
701,1050,1399,763,116.0,9,701,763,77.88888549804688,1,false
31,60,89,31,15.0,4,31,27,7.75,1,false
243,244,245,233,61.0,4,243,233,60.75,2,true
606,608,610,608,202.0,3,606,608,202.0,1,false
55,103,151,49,20.0,5,55,45,11.0,2,false
159,226,293,152,28.0,8,159,152,19.875,2,false
107,137,167,109,27.0,5,107,109,21.399999618530273,1,false
190,191,192,151,63.0,3,190,151,63.33333206176758,2,false
35,69,103,35,17.0,4,35,32,8.75,1,false
534,537,540,536,179.0,3,534,536,178.0,1,false
76,118,160,83,23.0,5,76,83,15.199999809265137,1,false
42,86,130,43,21.0,4,42,39,10.5,1,false
71,143,215,72,35.0,4,71,67,17.75,1,false
1523,1523,1523,1523,761.0,2,1523,1523,761.5,1,false
36,72,108,36,18.0,4,36,32,9.0,1,false
46,90,134,46,22.0,4,46,41,11.5,1,false
242,490,738,248,70.0,7,242,226,34.57143020629883,2,false
160,190,220,158,38.0,5,160,158,32.0,2,false
34,67,100,34,16.0,4,34,31,8.5,1,false
45,49,53,49,16.0,3,45,49,15.0,2,false
231,241,251,234,80.0,3,231,234,77.0,2,false
91,179,267,91,44.0,4,91,87,22.75,1,false
50,75,100,50,15.0,5,50,50,10.0,1,false
112,112,112,103,37.0,3,112,103,37.33333206176758,1,false
38,58,78,37,11.0,5,38,37,7.599999904632568,1,false
126,251,376,126,62.0,4,126,121,31.5,1,false
196,386,576,193,77.0,5,196,188,39.20000076293945,2,false
37,88,139,43,17.0,5,37,39,7.400000095367432,1,false
72,83,94,73,20.0,4,72,73,18.0,2,false
53,53,53,53,26.0,2,53,53,26.5,1,false
30,57,84,26,11.0,5,30,23,6.0,2,false
430,432,434,432,144.0,3,430,432,143.3333282470703,1,false
360,373,386,369,124.0,3,360,369,120.0,2,false
68,70,72,69,23.0,3,68,69,22.66666603088379,2,false
449,480,511,450,68.0,7,449,450,64.14286041259766,3,false
54,117,180,56,23.0,5,54,52,10.800000190734863,2,false
34,34,34,34,17.0,2,34,34,17.0,1,false
707,707,707,707,353.0,2,707,707,353.5,1,false
158,322,486,162,64.0,5,158,146,31.600000381469727,1,false
48,100,152,48,20.0,5,48,45,9.600000381469727,1,false
82,82,82,82,41.0,2,82,82,41.0,1,false
455,466,477,457,155.0,3,455,457,151.6666717529297,2,false
43,43,43,43,21.0,2,43,43,21.5,1,false
45,90,135,45,22.0,4,45,42,11.25,1,false
329,516,703,355,103.0,5,329,355,65.80000305175781,1,false
70,145,220,70,36.0,4,70,66,17.5,1,false
344,394,444,352,43.0,9,344,352,38.22222137451172,2,false
79,94,109,79,23.0,4,79,79,19.75,2,false
348,702,1056,357,117.0,6,348,328,58.0,2,false
424,963,1502,463,160.0,6,424,459,70.66666412353516,2,false
941,941,941,941,470.0,2,941,941,470.5,1,false
37,73,109,37,18.0,4,37,34,9.25,1,false
944,946,948,943,315.0,3,944,943,314.6666564941406,1,false
135,135,135,135,67.0,2,135,135,67.5,1,false
267,394,521,283,78.0,5,267,283,53.400001525878906,1,false
72,86,100,83,21.0,4,72,83,18.0,2,false
703,703,703,703,351.0,2,703,703,351.5,1,false
86,86,86,86,43.0,2,86,86,43.0,1,false
94,140,186,114,23.0,6,94,114,15.666666984558105,1,false
1010,1031,1052,1013,343.0,3,1010,1013,336.6666564941406,2,false
113,224,335,113,56.0,4,113,107,28.25,1,false
426,851,1276,428,170.0,5,426,412,85.19999694824219,1,false
304,304,304,304,152.0,2,304,304,152.0,1,false
636,1298,1960,650,259.0,5,636,626,127.19999694824219,1,false
52,57,62,50,19.0,3,52,50,17.33333396911621,2,false
60,107,154,50,21.0,5,60,46,12.0,1,false
56,77,98,56,15.0,5,56,56,11.199999809265137,1,false
85,85,85,85,42.0,2,85,85,42.5,1,false
124,124,124,124,62.0,2,124,124,62.0,1,false
62,62,62,62,31.0,2,62,62,31.0,1,false
71,191,311,91,31.0,6,71,82,11.833333015441895,1,true
281,563,845,282,140.0,4,281,277,70.25,1,false
66,146,226,74,29.0,5,66,69,13.199999809265137,2,false
69,152,235,77,30.0,5,69,72,13.800000190734863,2,false
72,144,216,72,36.0,4,72,69,18.0,1,false
46,46,46,46,23.0,2,46,46,23.0,1,false
49,97,145,49,24.0,4,49,45,12.25,1,false
262,524,786,263,131.0,4,262,256,65.5,1,false
131,131,131,131,65.0,2,131,131,65.5,1,false
233,315,397,253,63.0,5,233,253,46.599998474121094,1,false
290,628,966,305,69.0,9,290,283,32.22222137451172,2,true
41,42,43,41,14.0,3,41,41,13.666666984558105,2,false
76,153,230,77,38.0,4,76,71,19.0,1,false
169,335,501,169,67.0,5,169,162,33.79999923706055,1,false
184,184,184,184,92.0,2,184,184,92.0,1,false
125,252,379,122,31.0,8,125,112,15.625,2,false
845,1335,1825,1051,267.0,5,845,1051,169.0,1,false
656,1358,2060,665,339.0,4,656,652,164.0,1,false
154,305,456,154,76.0,4,154,148,38.5,1,false
42,42,42,42,21.0,2,42,42,21.0,1,false
435,914,1393,437,130.0,7,435,430,62.14285659790039,3,false
518,1099,1680,535,157.0,7,518,507,74.0,3,false
38,38,38,38,19.0,2,38,38,19.0,1,false
95,95,95,95,47.0,2,95,95,47.5,1,false
100,100,100,100,50.0,2,100,100,50.0,1,false
55,119,183,57,23.0,5,55,53,11.0,2,false
151,210,269,163,42.0,5,151,163,30.200000762939453,1,false
343,577,811,386,96.0,6,343,386,57.16666793823242,1,false
145,199,253,159,33.0,6,145,159,24.16666603088379,1,false
41,41,41,41,20.0,2,41,41,20.5,1,false
174,183,192,175,61.0,3,174,175,58.0,2,false
740,1485,2230,745,247.0,6,740,728,123.33333587646484,2,false
41,79,117,41,19.0,4,41,36,10.25,1,false
167,181,195,170,60.0,3,167,170,55.66666793823242,2,false
31,60,89,31,15.0,4,31,27,7.75,1,false
72,76,80,71,25.0,3,72,71,24.0,2,false
170,288,406,193,48.0,6,170,193,28.33333396911621,1,false
34,66,98,34,16.0,4,34,31,8.5,1,false
182,207,232,184,51.0,4,182,184,45.5,2,false
46,90,134,46,22.0,4,46,42,11.5,1,false
345,697,1049,351,99.0,7,345,325,49.28571319580078,2,false
59,59,59,59,29.0,2,59,59,29.5,1,false
28,55,82,28,13.0,4,28,25,7.0,1,false
525,1040,1555,526,208.0,5,525,504,105.0,1,false
129,130,131,129,43.0,3,129,129,43.0,1,false
39,82,125,41,16.0,5,39,34,7.800000190734863,2,false
326,716,1106,316,79.0,9,326,312,36.22222137451172,3,true
51,105,159,51,26.0,4,51,48,12.75,1,false
65,138,211,66,27.0,5,65,62,13.0,2,false
62,121,180,62,30.0,4,62,56,15.5,1,false
138,277,416,138,69.0,4,138,135,34.5,1,false
180,203,226,178,50.0,4,180,178,45.0,2,false
34,67,100,34,16.0,4,34,31,8.5,1,false
185,358,531,185,89.0,4,185,164,46.25,1,false
174,263,352,198,43.0,6,174,198,29.0,1,false
190,390,590,194,97.0,4,190,187,47.5,1,false
684,686,688,683,228.0,3,684,683,228.0,1,false
101,106,111,101,35.0,3,101,101,33.66666793823242,2,false
194,256,318,215,51.0,5,194,215,38.79999923706055,1,false
168,169,170,168,56.0,3,168,168,56.0,2,false
94,99,104,94,33.0,3,94,94,31.33333396911621,2,false
64,64,64,64,32.0,2,64,64,32.0,1,false
133,147,161,133,36.0,4,133,133,33.25,2,false
104,104,104,104,52.0,2,104,104,52.0,1,false
674,965,1256,741,96.0,10,674,741,67.4000015258789,2,false
63,123,183,63,30.0,4,63,58,15.75,1,false
680,707,734,633,101.0,7,680,633,97.14286041259766,2,false
112,112,112,112,56.0,2,112,112,56.0,1,false
52,96,140,45,19.0,5,52,41,10.399999618530273,1,false
581,816,1051,644,163.0,5,581,644,116.19999694824219,1,false
60,60,60,60,30.0,2,60,60,30.0,1,false
169,345,521,169,57.0,6,169,154,28.16666603088379,2,false
101,116,131,101,29.0,4,101,101,25.25,2,false
124,252,380,124,63.0,4,124,119,31.0,1,false
139,139,139,139,69.0,2,139,139,69.5,1,false
68,68,68,68,34.0,2,68,68,34.0,1,false
43,43,43,43,21.0,2,43,43,21.5,1,false
287,287,287,287,143.0,2,287,287,143.5,1,false
189,189,189,189,94.0,2,189,189,94.5,1,false
113,224,335,113,56.0,4,113,107,28.25,1,false
79,90,101,79,22.0,4,79,79,19.75,2,false
103,103,103,103,51.0,2,103,103,51.5,1,false
483,947,1411,484,118.0,8,483,447,60.375,2,false
233,482,731,239,96.0,5,233,230,46.599998474121094,1,false
116,155,194,117,25.0,6,116,117,19.33333396911621,1,false
190,281,372,217,40.0,7,190,217,27.14285659790039,2,false
137,274,411,137,54.0,5,137,133,27.399999618530273,2,false
205,284,363,224,56.0,5,205,224,41.0,1,false
55,92,129,58,13.0,7,55,58,7.857142925262451,1,false
139,276,413,139,55.0,5,139,132,27.799999237060547,1,false
94,189,284,91,31.0,6,94,84,15.666666984558105,2,false
333,689,1045,335,114.0,6,333,307,55.5,2,false
159,207,255,157,41.0,5,159,157,31.799999237060547,1,false
43,43,43,43,21.0,2,43,43,21.5,1,false
330,668,1006,335,111.0,6,330,317,55.0,2,false
36,72,108,36,18.0,4,36,33,9.0,1,false
165,165,165,165,82.0,2,165,165,82.5,1,true
533,539,545,534,134.0,4,533,534,133.25,2,false
43,62,81,41,12.0,5,43,41,8.600000381469727,1,false
57,86,115,57,17.0,5,57,57,11.399999618530273,1,false
129,171,213,132,34.0,5,129,132,25.799999237060547,1,false
111,153,195,122,30.0,5,111,122,22.200000762939453,1,false
36,36,36,36,18.0,2,36,36,18.0,1,false
80,89,98,81,22.0,4,80,81,20.0,2,false
45,45,45,45,22.0,2,45,45,22.5,1,false
50,100,150,50,25.0,4,50,47,12.5,1,false
200,307,414,238,51.0,6,200,238,33.33333206176758,1,false
78,78,78,78,39.0,2,78,78,39.0,1,false
259,276,293,262,69.0,4,259,262,64.75,2,false
137,203,269,159,29.0,7,137,159,19.571428298950195,1,false
78,78,78,78,39.0,2,78,78,39.0,1,false
50,99,148,50,24.0,4,50,46,12.5,1,false
357,568,779,390,94.0,6,357,390,59.5,1,false
53,110,167,53,27.0,4,53,50,13.25,1,false
156,255,354,198,42.0,6,156,198,26.0,1,false
58,58,58,58,29.0,2,58,58,29.0,1,false
134,151,168,134,37.0,4,134,134,33.5,2,false
156,168,180,166,56.0,3,156,166,52.0,2,false
48,48,48,48,24.0,2,48,48,24.0,1,false
47,47,47,47,23.0,2,47,47,23.5,1,false
322,428,534,285,61.0,7,322,285,46.0,3,true
107,120,133,107,30.0,4,107,107,26.75,2,false
156,320,484,160,80.0,4,156,151,39.0,1,false
508,1001,1494,513,200.0,5,508,479,101.5999984741211,1,true
71,143,215,72,35.0,4,71,67,17.75,1,false
86,173,260,87,43.0,4,86,82,21.5,1,false
49,99,149,49,24.0,4,49,45,12.25,1,false
48,71,94,50,14.0,5,48,50,9.600000381469727,1,false
39,39,39,39,19.0,2,39,39,19.5,1,false
207,207,207,207,103.0,2,207,207,103.5,1,false
48,48,48,48,24.0,2,48,48,24.0,1,false
254,347,440,263,57.0,6,254,263,42.33333206176758,1,false
108,228,348,108,45.0,5,108,103,21.600000381469727,1,false
682,682,682,682,341.0,2,682,682,341.0,1,false
64,64,64,64,32.0,2,64,64,32.0,1,false
100,100,100,100,50.0,2,100,100,50.0,1,false
591,1179,1767,591,196.0,6,591,583,98.5,2,false
60,112,164,53,22.0,5,60,49,12.0,2,false
134,252,370,187,36.0,7,134,187,19.14285659790039,2,false
185,185,185,185,92.0,2,185,185,92.5,1,false
39,39,39,39,19.0,2,39,39,19.5,1,false
39,77,115,39,19.0,4,39,35,9.75,1,false
213,327,441,205,32.0,10,213,205,21.299999237060547,2,false
90,184,278,88,30.0,6,90,82,15.0,2,false
110,214,318,110,53.0,4,110,101,27.5,1,false
37,73,109,37,18.0,4,37,34,9.25,1,false
246,490,734,247,81.0,6,246,235,41.0,1,false
256,261,266,257,87.0,3,256,257,85.33333587646484,2,false
57,135,213,65,33.0,4,57,52,14.25,1,false
572,575,578,572,191.0,3,572,572,190.6666717529297,2,false
33,33,33,33,16.0,2,33,33,16.5,1,false
100,157,214,110,26.0,6,100,110,16.66666603088379,1,false
1327,1334,1341,1334,333.0,4,1327,1334,331.75,2,true
1627,3185,4743,1638,455.0,7,1627,1524,232.42857360839844,2,true
38,75,112,38,18.0,4,38,34,9.5,1,false
30,58,86,30,14.0,4,30,26,7.5,1,false
318,318,318,318,159.0,2,318,318,159.0,1,false
82,84,86,82,28.0,3,82,82,27.33333396911621,2,false
46,88,130,46,22.0,4,46,41,11.5,1,false
300,625,950,300,156.0,4,300,296,75.0,1,false
68,93,118,69,18.0,5,68,69,13.600000381469727,1,false
770,871,972,784,174.0,5,770,784,154.0,1,false
113,224,335,113,56.0,4,113,107,28.25,1,false
268,327,385,280,54.0,6,269,280,44.83333206176758,1,false
109,109,109,109,54.0,2,109,109,54.5,1,false
592,592,592,592,296.0,2,592,592,296.0,1,false
104,209,314,104,52.0,4,104,99,26.0,1,false
42,42,42,42,21.0,2,42,42,21.0,1,false
172,231,290,191,46.0,5,172,191,34.400001525878906,1,false
811,1615,2419,822,161.0,10,811,768,81.0999984741211,4,true
159,159,159,159,79.0,2,159,159,79.5,1,false
72,144,216,72,36.0,4,72,69,18.0,1,false
3525,7012,10499,3542,412.0,17,3525,3202,207.35293579101562,4,true
139,289,439,139,72.0,4,139,136,34.75,1,false
177,177,177,177,88.0,2,177,177,88.5,1,false
122,122,122,122,61.0,2,122,122,61.0,1,false
29,44,59,29,8.0,5,29,29,5.800000190734863,1,false
873,927,981,900,132.0,7,873,900,124.71428680419922,3,false
325,458,591,360,76.0,6,325,360,54.16666793823242,1,false
36,85,134,42,17.0,5,36,38,7.199999809265137,1,false
61,121,181,61,30.0,4,61,57,15.25,1,false
96,146,196,102,29.0,5,96,102,19.200000762939453,1,false
92,122,152,95,24.0,5,92,95,18.399999618530273,1,false
948,1611,2274,1248,268.0,6,948,1248,158.0,1,false
80,80,80,80,40.0,2,80,80,40.0,1,false
83,88,93,83,29.0,3,83,83,27.66666603088379,2,false
403,403,403,403,201.0,2,403,403,201.5,1,false
74,158,242,74,39.0,4,74,71,18.5,1,false
529,1059,1589,537,151.0,7,529,492,75.57142639160156,2,false
57,57,57,57,57.0,1,57,57,57.0,1,false
34,67,100,34,16.0,4,34,30,8.5,1,false
61,144,227,66,28.0,5,61,61,12.199999809265137,2,false
52,109,166,52,21.0,5,52,48,10.399999618530273,1,false
1012,1022,1032,1019,255.0,4,1012,1019,253.0,2,false
42,42,42,42,21.0,2,42,42,21.0,1,false
35,69,103,35,17.0,4,35,32,8.75,1,false
71,84,97,72,21.0,4,71,72,17.75,2,false
119,241,363,121,48.0,5,119,114,23.799999237060547,2,false
291,485,679,246,48.0,10,291,246,29.100000381469727,2,false
39,39,39,39,19.0,2,39,39,19.5,1,false
74,75,76,73,25.0,3,74,73,24.66666603088379,1,false
80,158,236,80,31.0,5,80,75,16.0,1,false
730,774,818,731,129.0,6,730,731,121.66666412353516,2,false
174,204,234,171,40.0,5,174,171,34.79999923706055,2,false
520,520,520,520,260.0,2,520,520,260.0,1,false
49,49,49,49,24.0,2,49,49,24.5,1,false
231,231,231,231,115.0,2,231,231,115.5,1,false
42,42,42,42,21.0,2,42,42,21.0,1,false
108,213,318,108,53.0,4,108,103,27.0,1,false
518,553,588,527,184.0,3,518,527,172.6666717529297,2,false
1179,1207,1235,1135,241.0,5,1179,1135,235.8000030517578,2,false
144,210,276,160,42.0,5,144,160,28.799999237060547,1,false
135,270,405,136,67.0,4,135,131,33.75,1,false
49,71,93,47,14.0,5,49,47,9.800000190734863,1,false
917,1861,2805,930,232.0,8,917,901,114.625,3,false
308,613,918,308,122.0,5,308,294,61.599998474121094,2,true
52,108,164,54,21.0,5,52,50,10.399999618530273,1,false
43,86,129,43,21.0,4,43,39,10.75,1,false
153,165,177,154,27.0,6,153,154,25.5,2,false
460,945,1430,467,189.0,5,460,453,92.0,1,false
244,254,264,245,84.0,3,244,245,81.33333587646484,2,false
44,44,44,44,22.0,2,44,44,22.0,1,false
115,115,115,115,57.0,2,115,115,57.5,1,false
441,456,471,445,114.0,4,441,445,110.25,3,true
34,34,34,34,17.0,2,34,34,17.0,1,false
138,285,432,138,71.0,4,138,134,34.5,1,false
237,274,311,232,45.0,6,237,232,39.5,2,false
279,474,669,328,79.0,6,279,328,46.5,1,false
69,96,123,75,19.0,5,69,75,13.800000190734863,1,false
114,218,322,107,43.0,5,114,102,22.799999237060547,1,false
186,366,546,191,52.0,7,186,173,26.571428298950195,2,false
165,195,225,163,39.0,5,165,163,33.0,2,false
36,70,104,36,17.0,4,36,33,9.0,1,false
108,214,320,108,53.0,4,108,104,27.0,1,false
133,133,133,133,66.0,2,133,133,66.5,1,false
40,82,124,40,20.0,4,40,37,10.0,1,false
39,78,117,40,19.0,4,39,35,9.75,1,false
84,128,172,84,21.0,6,84,84,14.0,1,false
75,103,131,74,17.0,6,75,74,12.5,1,false
135,195,255,149,39.0,5,135,149,27.0,1,false
184,268,352,223,53.0,5,184,223,36.79999923706055,1,false
38,75,112,38,18.0,4,38,34,9.5,1,false
45,89,133,45,22.0,4,45,42,11.25,1,false
91,187,283,47,20.0,9,91,43,10.11111068725586,2,false
202,406,610,208,81.0,5,202,187,40.400001525878906,1,false
187,246,305,193,41.0,6,187,193,31.16666603088379,2,false
500,924,1348,558,154.0,6,500,558,83.33333587646484,1,false
77,114,151,84,19.0,6,77,84,12.833333015441895,1,false
60,120,180,61,30.0,4,60,56,15.0,1,false
81,118,155,71,19.0,6,81,71,13.5,2,false
66,142,218,68,28.0,5,66,64,13.199999809265137,2,false
34,34,34,34,17.0,2,34,34,17.0,1,false
87,155,223,102,22.0,7,87,102,12.428571701049805,1,false
85,181,277,93,36.0,5,85,86,17.0,1,false
50,99,148,50,24.0,4,50,46,12.5,1,false
136,288,440,143,36.0,8,136,129,17.0,2,false
58,119,180,60,23.0,5,58,56,11.600000381469727,1,false
